POST_ID,id,dmexco_related,reason
7232678431476334592,'7232678431476334592',yes,The post mentions the event hashtag #Dmexco2024 and expresses excitement about getting ready for the event.
6996455287729577984,'6996455287729577984',no,"The post date is November 10, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7247134317322158082,'7247134317322158082',no,"The post date is October 2, 2024, which is after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6310449981815873536,'6310449981815873536',no,"The post date is September 4, 2017, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7035987218775048192,'7035987218775048192',no,The post date is outside the acceptable range of 12 months before or after the event date.
7187292651510022144,'7187292651510022144',no,"The post is not related to DMEXCO 2024. The post date is April 20, 2024, which is more than 12 months before the event date of September 18, 2024."
7239875993191002116,'7239875993191002116',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, expressing excitement about attending the event, promoting personal meetings, and mentioning relevant hashtags."
7061973455071531008,'7061973455071531008',no,"The post date is May 10, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7029464843959058432,'7029464843959058432',no,"The post date is February 9, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6952174517188243456,'6952174517188243456',no,"The post date is 2022-07-11, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7044339439552122880,'7044339439552122880',no,The post date is outside the acceptable range of 12 months before or after the event date.
7170041948957782016,'7170041948957782016',no,"The post is related to Expo ANTAD 2024, not DMEXCO 2024."
7189307591716421634,'7189307591716421634',no,"The post date is April 25, 2024, which is more than 4 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7059418691116896258,'7059418691116896258',no,"The post date is 2023-05-03, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7240275046395523072,'7240275046395523072',yes,"The post date is within 12 months before the event date. The post explicitly mentions attending DMEXCO in Cologne on September 18th and 19th, which matches the event date of DMEXCO 2024. The post also expresses excitement about the event, mentions the event's theme and topics, and invites others attending to meet up."
7150071661478756352,'7150071661478756352',yes,"The post mentions the year 2024 and discusses the digital ad and adtech market, which is related to the DMEXCO event. The post date is within 12 months before the event date."
7236837611426734080,'7236837611426734080',no,"The post date is September 3, 2024, which is within 12 months before the event date of September 18, 2024. However, the post is promoting the Engage Conference, not DMEXCO 2024. Therefore, the post is not related to DMEXCO 2024."
7104471768815316999,'7104471768815316999',no,"The post date is September 4, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7204073442113916928,'7204073442113916928',no,"The post date is June 5, 2024, which is more than 3 months before the event date of September 18, 2024. The content of the post does not mention or indicate any relation to the DMEXCO event. Therefore, the post is not related to DMEXCO 2024."
7236361678538354688,'7236361678538354688',yes,The post date is within 12 months before the event date. The post date is 2024-09-02 and the event date is 2024-09-18.
7243947115402391553,'7243947115402391553',yes,"The post mentions DMEXCO, the event name, and expresses interest in attending the conference. The post date is within 12 months after the event date."
7247723493188886528,'7247723493188886528',no,"The post date is October 3, 2024, which is after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239914677294571520,'7239914677294571520',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, including the event name, date, and location. It also provides information about Clearcode's presence at the event, their booth number, and the topics they will be discussing. Additionally, it includes a link to book a meeting directly with the author."
7104765186888097793,'7104765186888097793',no,"The post date is September 5, 2023, which is more than 12 months before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7241372684939313152,'7241372684939313152',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, expresses excitement about attending the event, talks about participating in a panel about Affiliate Marketing, and invites others to meet and discuss Affiliate Marketing at DMEXCO 2024."
